1.000000000	0.555059569	0.162145686	0.191031687
1.000000000	0.967703770	0.302805597	0.212477848
1.000000000	0.428272690	0.479356913	0.900559463
1.000000000	0.175327861	0.997070328	0.426716659
1.000000000	0.295295626	0.788245641	0.142932280
1.000000000	0.271981097	0.762795653	0.580975000
1.000000000	0.907923235	0.249582480	0.070153881
1.000000000	0.204928066	0.994406297	0.997920227
1.000000000	0.610892266	0.039188694	0.477850534
1.000000000	0.828414148	0.487885865	0.999904108
1.000000000	0.556578807	0.930562473	0.283826618
1.000000000	0.211618459	0.319294355	0.844411487
1.000000000	0.607768861	0.995954939	0.136435617
1.000000000	0.580031466	0.536344907	0.330893733
1.000000000	0.867067337	0.371963090	0.720692887
1.000000000	0.326679429	0.644292335	0.472228813
1.000000000	0.170383032	0.361121405	0.145551651
1.000000000	0.507129088	0.267668131	0.046438974
1.000000000	0.107340119	0.973037840	0.234154474
1.000000000	0.894784288	0.119601030	0.800841785
1.000000000	0.596500932	0.922576577	0.002111994
1.000000000	0.721174360	0.043430112	0.860048623
1.000000000	0.811232980	0.526226556	0.484877891
1.000000000	0.439529796	0.420175518	0.360157064
1.000000000	0.585606638	0.368561217	0.820351173
1.000000000	0.206004034	0.414335666	0.372975856
1.000000000	0.977377011	0.493607594	0.015630228
1.000000000	0.813340586	0.661630386	0.598472492
1.000000000	0.552196580	0.693419834	0.498617451
1.000000000	0.167148884	0.937684893	0.210385428
