0.716710194	0.559784235	0.544266966
0.093333925	0.601738667	0.221098219
0.051996889	0.430701529	0.027780539
0.623994731	0.268926302	0.663208415
0.608671538	0.854374402	0.854451410
0.427918370	0.235339748	0.144595323
0.664049909	0.927194945	0.401895964
0.594149112	0.792025493	0.255779883
0.263998024	0.512726604	0.745101789
0.290900536	0.482004914	0.986002336
0.384349015	0.201396703	0.797691951
0.182364173	0.541085355	0.334101753
0.287483054	0.916345358	0.178048225
0.739817233	0.110775796	0.300482623
0.730043268	0.501095205	0.233937893
0.869948506	0.480458054	0.747703390
0.262719422	0.923712678	0.948542648
0.592152203	0.213238651	0.387560319
0.473177171	0.593340971	0.149694453
0.987101487	0.754284986	0.942247308
0.091211900	0.151233409	0.797010702
0.720454687	0.395681297	0.166157974
0.248564255	0.596040450	0.508367306
0.727930340	0.845189207	0.470878173
0.658998053	0.120247695	0.167095947
0.597281937	0.630237483	0.596178720
0.539016022	0.000710662	0.308933827
0.520341745	0.129924529	0.758177792
0.582885882	0.171231146	0.545292072
0.597393441	0.175377025	0.045410407
