1.00000000	0.25238113	0.38464722	0.20175217
1.00000000	0.95219884	0.24048950	0.23400150
1.00000000	0.95653627	0.38500980	0.92481800
1.00000000	0.67114122	0.01245196	0.81660325
1.00000000	0.78540893	0.09423589	0.67614220
1.00000000	0.13988056	0.36923914	0.74540124
1.00000000	0.49839853	0.69606588	0.46293152
1.00000000	0.83136081	0.95721581	0.89751816
1.00000000	0.96627490	0.25590777	0.14082236
1.00000000	0.86839874	0.21815802	0.99039995
1.00000000	0.75228059	0.71117463	0.11840210
1.00000000	0.67085732	0.52679065	0.22422096
1.00000000	0.99676227	0.37479945	0.34796276
1.00000000	0.96506753	0.94001365	0.68001304
1.00000000	0.06306774	0.04644158	0.67960818
1.00000000	0.07292974	0.41261134	0.54264308
1.00000000	0.08766634	0.27663280	0.21960758
1.00000000	0.60896587	0.65596928	0.05876711
1.00000000	0.31195920	0.68503960	0.88000553
1.00000000	0.92389110	0.47282557	0.55301268
1.00000000	0.13028263	0.30982473	0.80636549
1.00000000	0.40470633	0.56165552	0.71954862
1.00000000	0.67903433	0.65148620	0.55463709
1.00000000	0.05169232	0.80432420	0.63049991
1.00000000	0.08151678	0.74441475	0.51142843
1.00000000	0.75535382	0.06142951	0.88746085
1.00000000	0.93883996	0.07807975	0.19794391
1.00000000	0.95955217	0.32802495	0.66679562
1.00000000	0.46745285	0.51428430	0.03062552
1.00000000	0.02144094	0.62733396	0.48897301
